"idno","netusoft","netustm","polintr","vote","prtvtgee","clsprty","prtclgee","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","health","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","ctzcntr","ctzshipd","brncntr","cntbrthd","lnghom1","lnghom2","gndr","agea","rshpsts","marsts","domicil","edlvdee","eduyrs","mnactic","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","icwhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","region","totinch","ptotinc"
37531,5,40,2,1,2,2,NA,NA,5,8,5,4,4,7,3,10,2,1,3,NA,NA,8,1,"6666",1,"6666","EST","000",2,53,1,NA,4,720,16,1,NA,NA,1,NA,1,2,1,2,7,6,40,1,40,91,3,2622,2,2,NA,NA,3,"Southern",1830,610
37556,5,60,3,1,10,1,1,3,7,3,6,6,5,8,6,7,3,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,44,3,6,3,610,13,1,NA,NA,1,NA,1,1,2,NA,8,3,40,1,40,41,4,7115,2,2,NA,NA,2,"Southern",1766,442
37589,5,300,4,3,NA,2,NA,NA,3,8,3,4,5,7,7,7,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","RUS",1,19,NA,6,4,213,10,2,NA,2018,1,NA,1,2,1,2,4,1,40,1,40,77,4,9629,1,2,NA,NA,3,"Southern",893,0
37644,1,NA,2,1,4,2,NA,NA,5,7,7,6,6,6,9,8,4,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,59,NA,6,4,423,14,5,NA,2018,2,0,NA,1,2,NA,10,10,NA,2,35,81,4,7133,2,1,2,1,2,"Central",114,114
37653,3,NA,4,1,2,1,2,3,5,10,5,5,5,5,2,10,3,1,3,NA,NA,5,1,"6666",2,"RU","RUS","999",2,54,NA,4,3,321,11,1,NA,NA,1,NA,1,1,2,NA,6,0,40,1,40,56,1,5120,2,2,NA,NA,2,"Northeastern",441,441
37659,5,120,2,1,6,1,6,1,3,5,5,4,3,9,6,6,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,28,3,6,3,323,13,1,NA,NA,1,NA,1,3,2,NA,6,5,40,1,50,49,4,8332,1,2,NA,NA,3,"North",2835,1418
37680,5,180,4,1,2,2,NA,NA,5,5,5,3,2,5,3,5,4,1,3,NA,NA,5,1,"6666",1,"6666","RUS","EST",1,45,NA,6,3,620,14,1,NA,NA,2,0,NA,1,1,0,10,10,40,1,40,45,5,1439,2,2,NA,NA,3,"Southern",1217,406
37695,1,NA,1,1,2,1,2,3,0,10,8,9,9,10,5,9,2,1,2,NA,NA,8,1,"6666",1,"6666","EST","000",1,86,NA,4,5,323,14,6,NA,1994,1,NA,1,2,1,6,10,7,NA,1,48,84,2,310,2,2,NA,NA,1,"Southern",388,388
37785,5,600,3,1,NA,2,NA,NA,5,7,7,5,5,8,4,9,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",2,31,1,NA,1,610,16,1,NA,NA,1,NA,1,1,2,NA,7,3,40,1,40,52,4,4321,2,1,2,1,1,"North",1756,439
37850,4,90,3,2,NA,1,13,4,6,7,5,2,2,4,3,8,4,2,NA,1,8,7,1,"6666",1,"6666","EST","000",2,61,1,NA,3,313,11,1,NA,NA,1,NA,1,4,2,NA,8,1,40,1,40,85,1,9629,2,1,1,2,2,"Southern",1076,538
37854,1,NA,3,3,NA,2,NA,NA,8,0,7,6,8,8,7,5,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,63,3,4,4,229,10,6,NA,2010,1,NA,1,1,2,NA,3,0,40,1,40,25,4,7221,2,1,1,2,2,"Central",740,370
37869,1,NA,2,3,NA,1,2,3,6,5,3,3,2,3,5,5,3,1,3,NA,NA,5,2,"6500",2,"RU","RUS","000",1,79,1,NA,1,313,10,6,NA,2010,1,NA,1,3,2,NA,6,0,40,1,40,25,4,7222,2,1,2,2,2,"North",966,483
37922,5,360,2,1,3,2,NA,NA,6,8,7,6,7,8,7,7,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,25,3,6,1,313,15,1,NA,NA,1,NA,1,3,2,NA,7,6,36,1,40,47,4,5223,2,2,NA,NA,3,"Southern",1942,971
37982,1,NA,2,2,NA,1,6,2,NA,6,3,3,3,NA,4,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,78,NA,4,3,520,13,6,NA,NA,1,NA,1,2,2,NA,0,0,40,1,40,86,1,5329,2,2,NA,NA,2,"Western",445,445
38029,5,660,2,1,1,1,1,2,4,8,7,4,6,7,6,8,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,27,3,6,1,620,15,1,NA,NA,3,NA,1,2,2,NA,8,8,40,1,50,13,4,2166,2,2,NA,NA,3,"North",2516,1258
38109,5,480,4,1,1,2,NA,NA,5,10,9,8,10,10,5,10,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,36,3,6,2,720,17,1,NA,NA,1,NA,1,4,1,5,10,6,40,1,60,51,1,2151,2,2,NA,NA,3,"North",2660,665
38154,2,NA,3,2,NA,2,NA,NA,5,7,7,8,8,9,9,8,2,1,3,NA,NA,5,2,"RU",2,"RU","RUS","000",2,64,1,NA,1,610,13,6,NA,2014,1,NA,1,3,2,NA,9,1,32,1,32,84,1,9112,2,1,1,1,2,"North",869,434
38195,2,NA,3,2,NA,2,NA,NA,NA,4,6,6,7,9,8,5,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,50,NA,6,3,313,11,5,NA,2016,1,NA,1,2,2,NA,7,0,40,1,40,41,4,7111,2,1,2,1,3,"Western",202,202
38231,1,NA,2,2,NA,2,NA,NA,3,0,5,5,5,6,3,3,3,2,NA,2,NA,0,1,"6666",2,"RU","EST","RUS",1,81,NA,5,1,213,7,6,NA,1979,1,NA,1,4,2,NA,2,0,40,1,48,49,3,8332,2,2,NA,NA,2,"Southern",431,431
38499,5,600,3,1,10,2,NA,NA,5,7,6,5,8,9,5,6,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,20,3,6,1,313,13,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,"North",16,0
38531,4,30,2,2,NA,2,NA,NA,5,8,7,6,6,7,5,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,68,NA,6,3,313,13,6,NA,2014,1,NA,1,3,2,NA,5,1,40,1,40,84,1,5412,2,2,NA,NA,2,"Central",669,669
38564,5,40,3,1,2,1,2,3,5,8,2,5,8,8,3,8,3,1,2,NA,NA,10,1,"6666",2,"UA","RUS","000",2,69,6,NA,1,423,10,6,NA,2017,1,NA,1,3,2,NA,5,0,30,1,30,81,4,9112,2,2,NA,NA,2,"North",896,448
38566,5,240,1,2,NA,1,6,2,5,2,1,0,0,0,2,10,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,27,3,6,3,229,11,1,NA,NA,1,NA,1,1,2,NA,7,1,40,1,40,41,4,7111,1,2,NA,NA,3,"Northeastern",1426,475
38603,5,360,3,1,11,2,NA,NA,5,10,8,6,7,5,4,10,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,31,3,6,3,423,17,1,NA,NA,2,0,NA,1,2,NA,10,10,40,1,40,74,4,3431,2,1,2,2,3,"Western",1514,505
38709,5,120,2,1,3,2,NA,NA,5,8,8,3,7,9,7,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,62,1,NA,5,313,14,6,NA,2018,1,NA,1,4,2,NA,8,0,0,1,0,84,1,5412,2,2,NA,NA,2,"North",806,403
38735,1,NA,3,1,1,1,1,2,5,6,5,1,1,8,5,8,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,77,1,NA,4,213,7,6,NA,1999,1,NA,1,2,2,NA,0,0,20,1,20,1,3,9112,2,2,NA,NA,2,"Southern",712,356
38767,5,180,3,2,NA,1,2,3,5,7,3,0,3,5,0,9,2,2,NA,2,NA,6,2,"6500",1,"6666","RUS","000",1,29,3,6,1,213,11,1,NA,NA,1,NA,1,2,2,NA,5,0,40,1,40,25,4,7212,2,1,2,1,3,"North",2083,1042
38781,1,NA,2,1,1,2,NA,NA,7,5,3,1,5,8,3,5,2,2,NA,2,NA,1,1,"6666",1,"6666","RUS","EST",2,68,NA,5,3,423,15,1,NA,NA,1,NA,1,4,2,NA,1,0,40,1,40,31,4,8153,2,1,1,2,3,"Southern",963,963
38794,5,15,4,1,4,2,NA,NA,NA,5,8,0,5,8,4,7,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,54,1,NA,4,313,11,1,NA,NA,1,NA,1,3,2,NA,1,4,40,1,40,16,4,8344,1,2,NA,NA,3,"Central",875,292
38901,5,60,1,2,NA,2,NA,NA,5,8,6,2,2,4,2,8,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,40,NA,4,1,620,16,8,NA,2006,1,NA,1,2,1,5,9,7,40,1,40,73,4,1212,2,2,NA,NA,3,"North",1976,149
38909,1,NA,4,2,NA,2,NA,NA,5,8,7,6,5,7,6,7,3,1,4,NA,NA,9,1,"6666",1,"6666","EST","000",2,76,NA,6,3,213,7,6,NA,1997,1,NA,1,2,2,NA,4,0,40,1,40,41,4,7131,2,2,NA,NA,2,"Central",459,459
38936,5,120,3,1,2,2,NA,NA,5,6,3,3,2,8,10,9,3,1,3,NA,NA,5,1,"6666",1,"6666","RUS","000",2,60,1,NA,3,423,13,8,NA,2013,1,NA,2,5,2,NA,2,0,4,1,4,10,4,7512,2,2,NA,NA,3,"Southern",1064,267
38966,4,150,3,2,NA,1,2,3,5,7,5,3,4,5,5,7,3,2,NA,1,3,5,2,"RU",1,"6666","RUS","000",2,47,1,NA,3,423,14,1,NA,NA,1,NA,1,3,2,NA,9,0,40,1,40,47,4,5223,2,2,NA,NA,3,"Northeastern",901,300
39009,5,300,3,3,NA,2,NA,NA,5,10,7,6,6,9,8,9,2,2,NA,2,NA,4,1,"6666",1,"6666","EST","000",2,16,NA,6,3,113,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"Central",5042.07765321225,0
39033,5,60,2,1,1,2,NA,NA,7,8,7,4,8,8,8,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,39,3,6,1,313,16,8,NA,2017,1,NA,1,4,1,5,10,10,40,1,50,84,1,2619,2,2,NA,NA,3,"North",2022,196
39036,5,240,3,2,NA,2,NA,NA,3,7,6,5,6,9,5,7,2,1,1,NA,NA,9,1,"6666",1,"6666","EST","000",1,18,NA,6,4,213,10,2,NA,2018,1,NA,2,3,2,NA,7,0,40,1,40,47,4,5211,2,2,NA,NA,3,"North",1198,0
39054,5,300,3,1,1,1,1,3,NA,10,3,0,0,5,1,8,3,1,3,NA,NA,10,1,"6666",1,"6666","EST","000",2,65,1,NA,4,323,13,1,NA,NA,2,1,NA,1,2,NA,10,10,NA,2,20,69,4,2411,2,1,1,2,2,"Western",1044,348
39063,5,240,2,1,11,1,1,2,9,9,9,5,6,8,7,8,1,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,33,1,NA,5,720,17,1,NA,NA,1,NA,1,3,2,NA,7,7,35,1,40,85,1,2341,2,2,NA,NA,3,"Southern",2206,552
39088,5,240,2,1,2,2,NA,NA,6,6,6,5,6,NA,5,10,2,2,NA,2,NA,10,1,"6666",1,"6666","RUS","000",1,36,NA,6,3,620,17,1,NA,NA,1,NA,1,4,2,NA,8,1,40,1,40,NA,4,NA,2,1,2,1,3,"North",5391.56945595954,2696
39108,5,600,2,1,1,1,1,2,8,6,4,5,5,7,6,6,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,29,NA,6,1,313,15,1,NA,NA,1,NA,1,1,2,NA,7,7,40,1,50,73,4,1221,2,2,NA,NA,3,"North",1585,1585
39141,5,360,3,2,NA,2,NA,NA,5,8,7,3,5,7,8,8,1,2,NA,2,NA,4,1,"6666",1,"6666","EST","000",2,29,3,6,3,720,17,1,NA,NA,1,NA,1,2,1,18,9,10,20,1,20,79,4,2423,1,2,NA,NA,3,"North",2713,904
39173,5,540,2,1,3,1,3,2,8,9,8,5,8,7,7,9,2,2,NA,2,NA,7,1,"6666",1,"6666","EST","000",1,34,1,NA,1,620,22,1,NA,NA,2,18,NA,2,1,17,10,10,45,1,45,64,4,1346,1,2,NA,NA,3,"North",4282.4493124661,856
39217,3,NA,3,2,NA,2,NA,NA,5,6,6,4,5,6,3,5,3,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,76,1,NA,3,323,11,6,NA,2008,1,NA,1,1,1,4,1,1,40,1,40,52,3,8312,2,2,NA,NA,2,"Southern",1790,597
39279,5,90,2,1,1,2,NA,NA,6,7,5,4,5,7,4,7,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",2,46,1,NA,3,313,11,1,NA,NA,1,NA,1,3,2,NA,2,0,40,1,40,14,4,8153,2,2,NA,NA,3,"Central",1190,595
39289,5,600,2,1,2,2,NA,NA,8,9,8,8,10,7,5,9,2,1,2,NA,NA,8,1,"6666",1,"6666","RUS","000",1,28,NA,6,1,720,17,1,NA,NA,3,NA,1,2,1,10,10,9,40,1,60,46,4,1420,2,2,NA,NA,3,"North",2636,2636
39318,5,480,4,1,10,2,NA,NA,5,4,4,4,2,3,3,6,3,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,45,NA,6,3,720,18,1,NA,NA,1,NA,1,3,2,NA,8,7,40,1,45,85,2,3512,2,2,NA,NA,3,"Southern",801,801
39360,5,120,2,1,11,2,NA,NA,6,9,8,5,7,9,8,9,3,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",1,45,3,6,4,620,18,1,NA,NA,1,NA,1,3,1,19,9,9,40,1,40,85,1,1219,2,2,NA,NA,3,"Southern",1630,408
39364,5,240,3,3,NA,2,NA,NA,5,7,6,4,3,2,7,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,16,NA,6,3,213,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"Northeastern",3021.18136089689,0
39371,4,480,2,1,10,2,NA,NA,5,5,0,0,0,6,0,9,3,2,NA,2,NA,5,1,"6666",1,"6666","EST","RUS",2,40,1,NA,1,313,12,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"Northeastern",779,375
39416,5,60,3,2,NA,2,NA,NA,NA,5,2,2,NA,3,2,6,2,2,NA,2,NA,4,2,"6500",2,"RU","RUS","EST",2,34,3,5,3,323,12,1,NA,NA,1,NA,1,3,1,4,5,0,40,1,40,14,4,4225,2,1,1,1,3,"Northeastern",2033,508
39435,5,360,2,1,1,1,1,3,7,6,7,2,9,7,6,8,2,2,NA,2,NA,7,1,"6666",1,"6666","EST","000",1,47,1,NA,2,620,17,1,NA,NA,1,NA,1,4,1,15,7,4,40,1,50,47,4,1420,2,1,2,2,3,"North",3284.76060154812,821
39448,1,NA,2,1,2,1,2,2,0,4,3,5,3,5,6,5,3,2,NA,2,NA,4,1,"6666",2,"RU","RUS","000",2,79,NA,6,1,423,13,6,NA,1959,1,NA,1,5,1,200,3,0,40,1,40,10,1,2145,2,2,NA,NA,2,"Western",460,460
39456,5,60,4,2,NA,1,2,3,NA,9,6,3,0,5,6,5,2,1,3,NA,NA,5,2,"RU",2,"RU","RUS","000",1,65,1,NA,3,323,13,6,NA,2010,1,NA,2,2,2,NA,10,0,40,1,45,41,4,7131,2,1,2,2,3,"North",601,300
39466,1,NA,2,2,NA,1,2,2,3,3,2,3,2,4,2,5,2,2,NA,2,NA,3,2,"RU",2,"RU","RUS","000",1,71,1,NA,3,313,11,1,NA,NA,1,NA,2,1,2,NA,7,3,40,1,40,33,4,7126,2,2,NA,NA,2,"North",1783,892
39470,1,NA,4,1,NA,2,NA,NA,7,8,NA,7,5,6,7,5,3,1,3,NA,NA,5,1,"6666",1,"6666","EST","000",2,88,NA,4,3,313,11,6,NA,1992,1,NA,1,1,2,NA,0,0,40,1,40,1,4,9212,2,2,NA,NA,3,"Southern",545,545
39479,5,90,3,2,NA,2,NA,NA,5,7,3,2,5,7,6,8,4,2,NA,2,NA,0,1,"6666",1,"6666","EST","888",1,46,3,6,4,321,11,1,NA,NA,1,NA,2,1,2,NA,8,0,40,1,40,10,4,8160,2,1,1,1,3,"Central",812,406
39527,5,240,3,1,1,2,NA,NA,6,8,6,4,5,8,3,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,32,1,NA,3,720,17,1,NA,NA,1,NA,1,3,2,NA,9,6,35,1,35,85,1,2342,2,2,NA,NA,3,"Southern",1664,555
39535,5,60,3,1,1,1,1,3,5,9,7,7,NA,7,7,8,2,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,80,NA,5,2,323,12,1,NA,NA,1,NA,1,3,2,NA,9,9,13,1,13,85,1,5311,2,2,NA,NA,2,"North",952,952
39546,1,NA,2,1,11,2,NA,NA,6,7,6,3,5,6,3,7,3,2,NA,2,NA,4,1,"6666",1,"6666","EST","000",1,77,1,NA,4,213,7,6,NA,2009,1,NA,1,3,2,NA,5,2,40,1,40,59,1,3521,2,2,NA,NA,2,"Western",954,477
39574,5,240,1,1,2,2,NA,NA,6,6,7,6,9,7,7,3,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,21,NA,6,1,313,12,1,NA,NA,1,NA,1,3,2,NA,8,5,40,1,40,71,4,2152,2,1,1,1,3,"North",578,289
39615,5,240,3,2,NA,1,6,2,NA,7,4,1,4,8,6,8,1,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",1,37,3,6,3,610,16,1,NA,NA,1,NA,1,2,1,23,8,8,49,1,40,46,4,1420,2,2,NA,NA,3,"Western",2930,732
39624,5,720,4,1,2,2,NA,NA,5,8,5,5,5,4,5,10,2,2,NA,2,NA,7,1,"6666",1,"6666","RUS","EST",2,35,NA,4,3,423,14,1,NA,NA,1,NA,1,2,1,5,8,8,20,1,20,62,4,2519,2,2,NA,NA,3,"Southern",631,316
39631,5,90,2,2,NA,2,NA,NA,5,5,7,5,3,5,3,7,3,2,NA,2,NA,5,2,"6500",1,"6666","RUS","EST",2,43,1,NA,3,313,10,1,NA,NA,1,NA,1,1,1,2,8,8,40,1,40,10,4,9412,2,2,NA,NA,3,"Southern",1584,396
39654,1,NA,2,3,NA,1,2,2,4,5,3,6,3,3,5,5,4,1,3,NA,NA,6,2,"6500",2,"RU","RUS","000",2,79,NA,4,2,423,12,6,NA,2013,1,NA,1,3,2,NA,2,0,40,1,40,86,1,3221,2,2,NA,NA,2,"Northeastern",498,498
39727,5,360,1,1,3,1,3,1,7,7,4,4,6,7,7,8,2,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",1,26,3,6,3,213,15,2,NA,NA,1,NA,1,3,2,NA,8,0,20,1,23,85,1,2354,2,2,NA,NA,3,"Central",2338,0
39750,4,15,3,1,11,1,11,2,5,10,5,5,5,8,7,8,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",2,52,1,NA,4,423,13,1,NA,NA,1,NA,1,2,2,NA,8,5,40,1,45,85,2,5153,2,1,1,2,1,"Western",1102,367
39759,1,NA,2,1,2,1,2,2,3,7,5,4,NA,7,4,6,4,1,2,NA,NA,4,1,"6666",1,"6666","EST","000",2,90,NA,5,4,0,4,6,NA,1988,1,NA,1,2,2,NA,NA,NA,40,1,40,1,1,9613,2,2,NA,NA,2,"Southern",424,424
39859,5,300,4,2,NA,2,NA,NA,NA,8,5,5,5,6,7,8,3,2,NA,2,NA,0,1,"6666",1,"6666","RUS","EST",2,24,4,6,2,213,9,1,NA,NA,1,NA,1,3,2,NA,2,2,48,1,48,47,4,5222,2,1,1,1,3,"Northeastern",1393,348
39869,5,330,3,2,NA,2,NA,NA,5,5,7,7,7,4,6,5,3,2,NA,1,3,5,1,"6666",1,"6666","RUS","000",2,16,NA,6,1,213,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"North",778,0
39941,2,NA,4,1,2,2,NA,NA,6,8,5,8,7,4,4,8,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,67,1,NA,3,323,11,6,NA,2015,1,NA,1,3,2,NA,0,0,40,1,40,49,4,8331,1,2,NA,NA,2,"Southern",1234,617
39966,1,NA,3,2,NA,2,NA,NA,5,7,5,7,6,7,6,8,3,1,4,NA,NA,6,1,"6666",1,"6666","EST","000",2,72,NA,6,1,229,11,6,NA,2003,1,NA,1,2,2,NA,9,0,40,1,45,16,1,8172,2,2,NA,NA,2,"Southern",388,388
40036,5,60,1,1,1,2,NA,NA,7,8,6,4,6,7,5,9,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,60,3,6,3,720,16,1,NA,NA,2,0,NA,1,2,NA,10,10,40,1,40,69,5,2411,2,2,NA,NA,2,"Western",1723,862
40045,1,NA,3,2,NA,2,NA,NA,10,7,9,4,NA,8,5,6,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,71,NA,5,3,423,13,6,NA,2010,1,NA,1,2,2,NA,10,0,40,1,40,81,1,9112,2,1,2,2,2,"Western",447,447
40153,5,210,3,3,NA,2,NA,NA,8,5,8,8,3,5,8,7,3,2,NA,2,NA,0,2,"RU",2,"RU","RUS","000",1,20,NA,6,3,323,12,1,NA,NA,1,NA,1,2,2,NA,0,0,40,1,41,16,4,8172,2,1,2,1,3,"Northeastern",523,523
40162,5,300,2,1,3,2,NA,NA,10,8,6,5,8,10,6,9,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,38,1,NA,1,620,20,1,NA,NA,1,NA,1,3,2,NA,9,8,40,1,40,85,4,1212,2,2,NA,NA,3,"North",2292,573
40171,5,300,3,1,1,2,NA,NA,5,7,7,6,7,8,7,7,3,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",1,43,1,NA,4,423,25,1,NA,NA,1,NA,1,3,1,25,7,3,40,1,43,41,4,3123,1,2,NA,NA,3,"North",1936,484
40175,5,360,2,1,3,1,3,4,8,8,8,7,8,8,7,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,28,3,6,5,720,19,1,NA,NA,1,NA,1,3,2,NA,9,7,35,1,45,85,4,2330,2,2,NA,NA,3,"Southern",2890,1445
40182,3,NA,3,2,NA,2,NA,NA,5,7,7,5,5,7,6,8,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,64,1,NA,4,323,11,1,NA,NA,1,NA,1,3,2,NA,2,0,40,1,40,49,4,8332,2,2,NA,NA,2,"Central",1793,896
40203,5,600,1,1,6,1,6,3,5,10,3,1,1,7,2,10,2,2,NA,2,NA,8,1,"6666",1,"6666","EST","000",2,59,1,NA,5,720,17,1,NA,NA,2,2,NA,1,1,2,10,8,40,1,30,NA,4,1321,2,2,NA,NA,2,"North",2893,1446
40205,5,120,2,1,3,1,3,2,7,8,8,9,10,8,6,8,4,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,88,1,NA,3,800,20,6,NA,2014,1,NA,2,2,1,10,8,8,40,1,50,85,2,2310,2,2,NA,NA,2,"Southern",1118,559
40229,5,300,2,1,4,2,NA,NA,5,8,8,5,8,8,6,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,40,1,NA,3,720,17,8,NA,NA,1,NA,1,1,1,3,8,7,40,1,45,91,2,2622,2,2,NA,NA,3,"Western",3287.16300018728,188
40269,1,NA,3,1,4,2,NA,NA,5,6,6,5,5,6,5,7,3,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",2,62,NA,6,3,313,11,1,NA,NA,1,NA,1,3,2,NA,7,3,40,1,60,18,4,7323,2,2,NA,NA,1,"Central",618,618
40431,5,240,4,1,2,2,NA,NA,6,5,8,6,4,4,6,6,2,2,NA,2,NA,4,1,"6666",1,"6666","RUS","000",2,60,NA,4,3,620,15,1,NA,NA,1,NA,1,3,2,NA,5,4,40,1,40,85,1,2330,2,2,NA,NA,3,"Southern",1653,826
40465,1,NA,4,2,NA,2,NA,NA,5,5,5,5,5,5,1,4,5,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,69,NA,5,1,710,16,6,NA,2014,1,NA,1,2,1,10,5,5,40,1,40,61,1,2153,2,2,NA,NA,2,"North",499,499
40525,1,NA,4,1,6,2,NA,NA,5,1,1,0,3,8,5,0,4,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,57,3,6,3,610,16,1,NA,NA,1,NA,1,1,2,NA,10,10,40,1,48,1,4,6123,2,2,NA,NA,3,"Southern",995,498
40563,5,480,3,1,1,2,NA,NA,10,9,7,4,8,8,6,9,2,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,44,3,6,2,313,12,1,NA,NA,1,NA,1,3,2,NA,9,8,40,1,42,46,4,3343,2,2,NA,NA,3,"Western",1769,884
40652,1,NA,1,1,6,1,6,4,7,8,4,5,3,3,3,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,75,1,NA,4,213,8,6,NA,NA,2,0,NA,1,2,NA,10,10,NA,2,40,1,5,1311,2,2,NA,NA,2,"Central",412,206
40665,3,NA,4,3,NA,2,NA,NA,5,8,8,8,5,5,6,8,2,2,NA,2,NA,5,1,"6666",1,"6666","RUS","000",1,33,1,NA,1,423,14,1,NA,NA,1,NA,1,3,2,NA,9,3,40,1,45,49,4,7231,2,1,2,2,3,"North",1649,824
40687,5,120,4,1,1,2,NA,NA,NA,7,3,3,3,8,8,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,56,1,NA,4,323,13,1,NA,NA,1,NA,1,4,2,NA,0,0,40,1,40,16,4,8172,2,2,NA,NA,3,"Southern",1655,828
40778,5,120,4,3,NA,2,NA,NA,6,8,9,8,8,8,8,9,3,2,NA,2,NA,1,2,"6500",2,"RU","RUS","000",1,30,NA,6,1,213,9,3,NA,2016,1,NA,2,3,2,NA,0,0,40,1,40,46,4,9321,2,1,1,1,3,"Northeastern",775,775
40785,5,240,4,1,3,2,NA,NA,NA,7,6,0,0,6,6,8,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,26,NA,6,4,323,12,1,NA,NA,1,NA,1,2,2,NA,7,6,40,1,40,41,4,7111,2,2,NA,NA,3,"Southern",1564,1564
40794,5,60,3,1,1,1,1,3,6,7,6,3,4,9,9,9,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,69,NA,5,3,423,17,1,NA,NA,1,NA,1,4,2,NA,0,0,40,1,40,84,1,3151,1,2,NA,NA,3,"Western",1879,376
40808,5,720,2,1,11,1,11,1,9,9,8,1,4,8,5,9,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,47,NA,6,1,610,17,1,NA,NA,1,NA,1,4,2,NA,5,7,45,1,45,84,1,2411,2,1,2,2,2,"North",1660,830
40986,4,60,1,1,1,1,1,2,8,8,8,7,5,9,3,9,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,52,NA,6,4,323,12,1,NA,NA,1,NA,1,4,2,NA,0,0,45,1,45,16,4,9329,2,2,NA,NA,2,"Central",902,902
40995,5,330,1,1,NA,2,NA,NA,NA,8,5,5,3,2,6,10,1,1,3,NA,NA,9,1,"6666",2,"KZ","RUS","000",1,45,1,NA,2,720,15,1,NA,NA,2,2,NA,1,1,2,10,10,NA,2,20,52,4,1324,2,2,NA,NA,3,"North",1386,346
